"","DATA_REF_SYNTAX","MODEL_ID","RCM_VERSION_ID","FREQUENCY","VAR_NAME","VERSION_NO"
"36","CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"37","CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"39","CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"40","CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"41","CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"43","CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"44","CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1","SMHI-RCA4","v3","day","pr","v20150521"
"45","CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1","SMHI-RCA4","v3","day","pr","v20150521"
"47","CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","SMHI-RCA4","v3","day","pr","v20150521"
"48","CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"49","CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"51","CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"52","CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"54","CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1","SMHI-RCA4","v3","day","pr","v20170705"
"55","CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.historical.r1i1p1","UCAN-WRF341I","v2","day","pr","v20161020"
"57","CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.rcp85.r1i1p1","UCAN-WRF341I","v2","day","pr","v20191223"
