"","DATA_REF_SYNTAX","MODEL_ID","RCM_VERSION_ID","FREQUENCY","VAR_NAME","VERSION_NO"
"16","CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.historical.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"17","CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp26.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"18","CORDEX.output.SAM-22.ICTP.NCC-NorESM1-M.rcp85.r1i1p1","ICTP-RegCM4-7","v0","day","tasmax","v20190502"
"24","CORDEX.output.SAM-44.MPI-CSC.MPI-M-MPI-ESM-LR.historical.r1i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160818"
"25","CORDEX.output.SAM-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp26.r1i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160902"
"27","CORDEX.output.SAM-44.MPI-CSC.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","MPI-CSC-REMO2009","v1","day","tasmax","v20160902"
"28","CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"30","CORDEX.output.SAM-44.SMHI.CCCma-CanESM2.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"31","CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"33","CORDEX.output.SAM-44.SMHI.CSIRO-QCCCE-CSIRO-Mk3-6-0.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"34","CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.historical.r12i1p1","SMHI-RCA4","v3","day","tasmax","v20140225"
"35","CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp26.r12i1p1","SMHI-RCA4","v3","day","tasmax","v20150521"
"37","CORDEX.output.SAM-44.SMHI.ICHEC-EC-EARTH.rcp85.r12i1p1","SMHI-RCA4","v3","day","tasmax","v20140225"
"38","CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"40","CORDEX.output.SAM-44.SMHI.IPSL-IPSL-CM5A-MR.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"41","CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"42","CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp26.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"44","CORDEX.output.SAM-44.SMHI.MIROC-MIROC5.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"45","CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"46","CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp26.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"48","CORDEX.output.SAM-44.SMHI.MOHC-HadGEM2-ES.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"49","CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20150521"
"50","CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp26.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20150521"
"52","CORDEX.output.SAM-44.SMHI.MPI-M-MPI-ESM-LR.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20150521"
"53","CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"54","CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp26.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"56","CORDEX.output.SAM-44.SMHI.NCC-NorESM1-M.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"57","CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.historical.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"59","CORDEX.output.SAM-44.SMHI.NOAA-GFDL-GFDL-ESM2M.rcp85.r1i1p1","SMHI-RCA4","v3","day","tasmax","v20170705"
"60","CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.historical.r1i1p1","UCAN-WRF341I","v2","day","tasmax","v20161020"
"62","CORDEX.output.SAM-44.UCAN.CCCma-CanESM2.rcp85.r1i1p1","UCAN-WRF341I","v2","day","tasmax","v20191223"
